USD,ARS,1000
USD,ARS,1001
USD,ARS,1002
USD,ARS,1003
USD,ARS,1004
USD,ARS,1005
USD,ARS,1006
USD,ARS,1007
USD,ARS,1008
USD,ARS,1009
USD,ARS,1010
USD,ARS,1011
USD,ARS,1012
USD,ARS,1013
USD,ARS,1014
USD,ARS,1015
USD,ARS,1016
USD,ARS,1017
USD,ARS,1018
USD,ARS,1019
USD,ARS,1020
USD,ARS,1021
USD,ARS,1022
USD,ARS,1023
USD,ARS,1024
USD,ARS,1025
USD,ARS,1026
USD,ARS,1027
USD,ARS,1028
USD,ARS,1029
USD,ARS,1030
USD,ARS,1031
USD,ARS,1032
USD,ARS,1033
USD,ARS,1034
USD,ARS,1035
USD,ARS,1036
USD,ARS,1037
USD,ARS,1038
USD,ARS,1039
USD,ARS,1040
USD,ARS,1041
USD,ARS,1042
USD,ARS,1043
USD,ARS,1044
USD,ARS,1045
USD,ARS,1046
USD,ARS,1047
USD,ARS,1048
USD,ARS,1049
USD,ARS,1050
USD,ARS,1051
USD,ARS,1052
USD,ARS,1053
USD,ARS,1054
USD,ARS,1055
USD,ARS,1056
USD,ARS,1057
USD,ARS,1058
USD,ARS,1059
USD,ARS,1060
USD,ARS,1061
USD,ARS,1062
USD,ARS,1063
USD,ARS,1064
USD,ARS,1065
USD,ARS,1066
USD,ARS,1067
USD,ARS,1068
USD,ARS,1069
USD,ARS,1070
USD,ARS,1071
USD,ARS,1072
USD,ARS,1073
USD,ARS,1074
USD,ARS,1075
USD,ARS,1076
USD,ARS,1077
USD,ARS,1078
USD,ARS,1079
USD,ARS,1080
USD,ARS,1081
USD,ARS,1082
USD,ARS,1083
USD,ARS,1084
USD,ARS,1085
USD,ARS,1086
USD,ARS,1087
USD,ARS,1088
USD,ARS,1089
USD,ARS,1090
USD,ARS,1091
USD,ARS,1092
USD,ARS,1093
USD,ARS,1094
USD,ARS,1095
USD,ARS,1096
USD,ARS,1097
USD,ARS,1098
USD,ARS,1099
USD,ARS,1100
USD,ARS,1101
USD,ARS,1102
USD,ARS,1103
USD,ARS,1104
USD,ARS,1105
USD,ARS,1106
USD,ARS,1107
USD,ARS,1108
USD,ARS,1109
USD,ARS,1110
USD,ARS,1111
USD,ARS,1112
USD,ARS,1113
USD,ARS,1114
USD,ARS,1115
USD,ARS,1116
USD,ARS,1117
USD,ARS,1118
USD,ARS,1119
USD,ARS,1120
USD,ARS,1121
USD,ARS,1122
USD,ARS,1123
USD,ARS,1124
USD,ARS,1125
USD,ARS,1126
USD,ARS,1127
USD,ARS,1128
USD,ARS,1129
USD,ARS,1130
USD,ARS,1131
USD,ARS,1132
USD,ARS,1133
USD,ARS,1134
USD,ARS,1135
USD,ARS,1136
USD,ARS,1137
USD,ARS,1138
USD,ARS,1139
USD,ARS,1140
USD,ARS,1141
USD,ARS,1142
USD,ARS,1143
USD,ARS,1144
USD,ARS,1145
USD,ARS,1146
USD,ARS,1147
USD,ARS,1148
USD,ARS,1149
USD,ARS,1150
USD,ARS,1151
USD,ARS,1152
USD,ARS,1153
USD,ARS,1154
USD,ARS,1155
USD,ARS,1156
USD,ARS,1157
USD,ARS,1158
USD,ARS,1159
USD,ARS,1160
USD,ARS,1161
USD,ARS,1162
USD,ARS,1163
USD,ARS,1164
USD,ARS,1165
USD,ARS,1166
USD,ARS,1167
USD,ARS,1168
USD,ARS,1169
